timestamp,load_factor
2025-01-01 18:15:00,0.70578
2025-01-01 18:30:00,0.70908
2025-01-01 18:45:00,0.71948
2025-01-01 19:00:00,0.75909
2025-01-01 19:15:00,0.64029
2025-01-01 19:30:00,0.55806
2025-01-01 19:45:00,0.58094
2025-01-01 20:00:00,0.56541
2025-01-01 20:15:00,0.66173
2025-01-01 20:30:00,0.63196
2025-01-01 20:45:00,0.62316
2025-01-01 21:00:00,0.60736
2025-01-01 21:15:00,0.70695
2025-01-01 21:30:00,0.56155
2025-01-01 21:45:00,0.51404
2025-01-01 22:00:00,0.63081
2025-01-01 22:15:00,0.56970
2025-01-01 22:30:00,0.59234
2025-01-01 22:45:00,0.48872
2025-01-01 23:00:00,0.52528
2025-01-01 23:15:00,0.57668
2025-01-01 23:30:00,0.41668
2025-01-01 23:45:00,0.42204
2025-01-02 00:00:00,0.53402
2025-01-02 00:15:00,0.75429
2025-01-02 00:30:00,0.65143
2025-01-02 00:45:00,0.56222
2025-01-02 01:00:00,0.45150
2025-01-02 01:15:00,0.53577
2025-01-02 01:30:00,0.27553
2025-01-02 01:45:00,0.42941
2025-01-02 02:00:00,0.45522
2025-01-02 02:15:00,0.44556
2025-01-02 02:30:00,0.72660
2025-01-02 02:45:00,0.34626
2025-01-02 03:00:00,0.45915
2025-01-02 03:15:00,0.50889
2025-01-02 03:30:00,0.56745
2025-01-02 03:45:00,0.38256
2025-01-02 04:00:00,0.43306
2025-01-02 04:15:00,0.34976
2025-01-02 04:30:00,0.45947
2025-01-02 04:45:00,0.53247
2025-01-02 05:00:00,0.55730
2025-01-02 05:15:00,0.53230
2025-01-02 05:30:00,0.56466
2025-01-02 05:45:00,0.57797
2025-01-02 06:00:00,0.60835
2025-01-02 06:15:00,0.58406
2025-01-02 06:30:00,0.39790
2025-01-02 06:45:00,0.43280
2025-01-02 07:00:00,0.56433
2025-01-02 07:15:00,0.48812
2025-01-02 07:30:00,0.47602
2025-01-02 07:45:00,0.56637
2025-01-02 08:00:00,0.58551
2025-01-02 08:15:00,0.68954
2025-01-02 08:30:00,0.69114
2025-01-02 08:45:00,0.60034
2025-01-02 09:00:00,0.62679
2025-01-02 09:15:00,0.34196
2025-01-02 09:30:00,0.45156
2025-01-02 09:45:00,0.55797
2025-01-02 10:00:00,0.37418
2025-01-02 10:15:00,0.51916
2025-01-02 10:30:00,0.63002
2025-01-02 10:45:00,0.74970
2025-01-02 11:00:00,0.73080
2025-01-02 11:15:00,0.87455
2025-01-02 11:30:00,0.89131
2025-01-02 11:45:00,0.58282
2025-01-02 12:00:00,0.61738
2025-01-02 12:15:00,0.63797
2025-01-02 12:30:00,0.67126
2025-01-02 12:45:00,0.61755
2025-01-02 13:00:00,0.71794
2025-01-02 13:15:00,0.76720
2025-01-02 13:30:00,0.55795
2025-01-02 13:45:00,0.73189
2025-01-02 14:00:00,0.63347
2025-01-02 14:15:00,0.76917
2025-01-02 14:30:00,0.76705
2025-01-02 14:45:00,0.69612
2025-01-02 15:00:00,0.88229
2025-01-02 15:15:00,0.83653
2025-01-02 15:30:00,0.73341
2025-01-02 15:45:00,0.71747
2025-01-02 16:00:00,0.92680
2025-01-02 16:15:00,0.89836
2025-01-02 16:30:00,0.83958
2025-01-02 16:45:00,0.74331
2025-01-02 17:00:00,0.74195
2025-01-02 17:15:00,0.69748
2025-01-02 17:30:00,0.51178
2025-01-02 17:45:00,0.68509
2025-01-02 18:00:00,0.69570
2025-01-02 18:15:00,0.51982
2025-01-02 18:30:00,0.52593
2025-01-02 18:45:00,0.56428
2025-01-02 19:00:00,0.63177
2025-01-02 19:15:00,0.79237
2025-01-02 19:30:00,0.67408
2025-01-02 19:45:00,0.43338
2025-01-02 20:00:00,0.60483
2025-01-02 20:15:00,0.57965
2025-01-02 20:30:00,0.40999
2025-01-02 20:45:00,0.29337
2025-01-02 21:00:00,0.37100
2025-01-02 21:15:00,0.53921
2025-01-02 21:30:00,0.48127
2025-01-02 21:45:00,0.59375
2025-01-02 22:00:00,0.54209
2025-01-02 22:15:00,0.56765
2025-01-02 22:30:00,0.62583
2025-01-02 22:45:00,0.63123
2025-01-02 23:00:00,0.46757
2025-01-02 23:15:00,0.70611
2025-01-02 23:30:00,0.39699
2025-01-02 23:45:00,0.46585
2025-01-03 00:00:00,0.40489
2025-01-03 00:15:00,0.60323
2025-01-03 00:30:00,0.42128
2025-01-03 00:45:00,0.38415
2025-01-03 01:00:00,0.35979
2025-01-03 01:15:00,0.32668
2025-01-03 01:30:00,0.39520
2025-01-03 01:45:00,0.49427
2025-01-03 02:00:00,0.41397
2025-01-03 02:15:00,0.31366
2025-01-03 02:30:00,0.42029
2025-01-03 02:45:00,0.48183
2025-01-03 03:00:00,0.57850
2025-01-03 03:15:00,0.46130
2025-01-03 03:30:00,0.48382
2025-01-03 03:45:00,0.60268
2025-01-03 04:00:00,0.45601
2025-01-03 04:15:00,0.49625
2025-01-03 04:30:00,0.48605
2025-01-03 04:45:00,0.37663
2025-01-03 05:00:00,0.47329
2025-01-03 05:15:00,0.63362
2025-01-03 05:30:00,0.80462
2025-01-03 05:45:00,0.49851
2025-01-03 06:00:00,0.63199
2025-01-03 06:15:00,0.70009
2025-01-03 06:30:00,0.73744
2025-01-03 06:45:00,0.58860
2025-01-03 07:00:00,0.61492
2025-01-03 07:15:00,0.53490
2025-01-03 07:30:00,0.62745
2025-01-03 07:45:00,0.72706
2025-01-03 08:00:00,0.62069
2025-01-03 08:15:00,0.63378
2025-01-03 08:30:00,0.70556
2025-01-03 08:45:00,0.71983
2025-01-03 09:00:00,0.59021
2025-01-03 09:15:00,0.75128
2025-01-03 09:30:00,0.72223
2025-01-03 09:45:00,0.68211
2025-01-03 10:00:00,0.65964
2025-01-03 10:15:00,0.72047
2025-01-03 10:30:00,0.77756
2025-01-03 10:45:00,0.57044
2025-01-03 11:00:00,0.54043
2025-01-03 11:15:00,0.44656
2025-01-03 11:30:00,0.63269
2025-01-03 11:45:00,0.69398
2025-01-03 12:00:00,0.64372
2025-01-03 12:15:00,0.55292
2025-01-03 12:30:00,0.76308
2025-01-03 12:45:00,0.86680
2025-01-03 13:00:00,0.90187
2025-01-03 13:15:00,0.76195
2025-01-03 13:30:00,0.72248
2025-01-03 13:45:00,0.70865
2025-01-03 14:00:00,0.67649
2025-01-03 14:15:00,0.55576
2025-01-03 14:30:00,0.57522
2025-01-03 14:45:00,0.72356
2025-01-03 15:00:00,0.69276
2025-01-03 15:15:00,0.63349
2025-01-03 15:30:00,0.63392
2025-01-03 15:45:00,0.83270
2025-01-03 16:00:00,0.87431
2025-01-03 16:15:00,0.84849
2025-01-03 16:30:00,0.74481
2025-01-03 16:45:00,0.56760
2025-01-03 17:00:00,0.64358
2025-01-03 17:15:00,0.61594
2025-01-03 17:30:00,0.69778
2025-01-03 17:45:00,0.76397
2025-01-03 18:00:00,0.61359
2025-01-03 18:15:00,0.75796
2025-01-03 18:30:00,0.67930
2025-01-03 18:45:00,0.65175
2025-01-03 19:00:00,0.57399
2025-01-03 19:15:00,0.58065
2025-01-03 19:30:00,0.60756
2025-01-03 19:45:00,0.58425
2025-01-03 20:00:00,0.56098
2025-01-03 20:15:00,0.54168
2025-01-03 20:30:00,0.77474
2025-01-03 20:45:00,0.62865
2025-01-03 21:00:00,0.67036
2025-01-03 21:15:00,0.61390
2025-01-03 21:30:00,0.29117
2025-01-03 21:45:00,0.77940
2025-01-03 22:00:00,0.63532
2025-01-03 22:15:00,0.52675
2025-01-03 22:30:00,0.67274
2025-01-03 22:45:00,0.73823
2025-01-03 23:00:00,0.55325
2025-01-03 23:15:00,0.46008
2025-01-03 23:30:00,0.41996
2025-01-03 23:45:00,0.52767
2025-01-04 00:00:00,0.54501
2025-01-04 00:15:00,0.61166
2025-01-04 00:30:00,0.54390
2025-01-04 00:45:00,0.47923
2025-01-04 01:00:00,0.51889
2025-01-04 01:15:00,0.46306
2025-01-04 01:30:00,0.56622
2025-01-04 01:45:00,0.57779
2025-01-04 02:00:00,0.59578
2025-01-04 02:15:00,0.59193
2025-01-04 02:30:00,0.50387
2025-01-04 02:45:00,0.34334
2025-01-04 03:00:00,0.58708
2025-01-04 03:15:00,0.65526
2025-01-04 03:30:00,0.49757
2025-01-04 03:45:00,0.60819
2025-01-04 04:00:00,0.57421
2025-01-04 04:15:00,0.54137
2025-01-04 04:30:00,0.53863
2025-01-04 04:45:00,0.45751
2025-01-04 05:00:00,0.50152
2025-01-04 05:15:00,0.53780
2025-01-04 05:30:00,0.56829
2025-01-04 05:45:00,0.49888
2025-01-04 06:00:00,0.57845
2025-01-04 06:15:00,0.51281
2025-01-04 06:30:00,0.50079
2025-01-04 06:45:00,0.55820
2025-01-04 07:00:00,0.52734
2025-01-04 07:15:00,0.46280
2025-01-04 07:30:00,0.49398
2025-01-04 07:45:00,0.49100
2025-01-04 08:00:00,0.57631
2025-01-04 08:15:00,0.66413
2025-01-04 08:30:00,0.68908
2025-01-04 08:45:00,0.57552
2025-01-04 09:00:00,0.57029
2025-01-04 09:15:00,0.63420
2025-01-04 09:30:00,0.47089
2025-01-04 09:45:00,0.66431
2025-01-04 10:00:00,0.77138
2025-01-04 10:15:00,0.75865
2025-01-04 10:30:00,0.46954
2025-01-04 10:45:00,0.61575
2025-01-04 11:00:00,0.45731
2025-01-04 11:15:00,0.68187
2025-01-04 11:30:00,0.45234
2025-01-04 11:45:00,0.44952
2025-01-04 12:00:00,0.62794
2025-01-04 12:15:00,0.51301
2025-01-04 12:30:00,0.34089
2025-01-04 12:45:00,0.44889
2025-01-04 13:00:00,0.64045
2025-01-04 13:15:00,0.54538
2025-01-04 13:30:00,0.52110
2025-01-04 13:45:00,0.64012
2025-01-04 14:00:00,0.66409
2025-01-04 14:15:00,0.79695
2025-01-04 14:30:00,0.80424
2025-01-04 14:45:00,0.68662
2025-01-04 15:00:00,0.60708
2025-01-04 15:15:00,0.75721
2025-01-04 15:30:00,0.63250
2025-01-04 15:45:00,0.54556
2025-01-04 16:00:00,0.66993
2025-01-04 16:15:00,0.60430
2025-01-04 16:30:00,0.48439
2025-01-04 16:45:00,0.65745
2025-01-04 17:00:00,0.74440
2025-01-04 17:15:00,0.56147
2025-01-04 17:30:00,0.57838
2025-01-04 17:45:00,0.57067
2025-01-04 18:00:00,0.59645
2025-01-04 18:15:00,0.57418
2025-01-04 18:30:00,0.45694
2025-01-04 18:45:00,0.56732
2025-01-04 19:00:00,0.56590
2025-01-04 19:15:00,0.60903
2025-01-04 19:30:00,0.67389
2025-01-04 19:45:00,0.70852
2025-01-04 20:00:00,0.67833
2025-01-04 20:15:00,0.35797
2025-01-04 20:30:00,0.40234
2025-01-04 20:45:00,0.52727
2025-01-04 21:00:00,0.64133
2025-01-04 21:15:00,0.49225
2025-01-04 21:30:00,0.46163
2025-01-04 21:45:00,0.69975
2025-01-04 22:00:00,0.35096
2025-01-04 22:15:00,0.44834
2025-01-04 22:30:00,0.44537
2025-01-04 22:45:00,0.46835
2025-01-04 23:00:00,0.47906
2025-01-04 23:15:00,0.58131
2025-01-04 23:30:00,0.64637
2025-01-04 23:45:00,0.88090
2025-01-05 00:00:00,0.83218
2025-01-05 00:15:00,0.62804
2025-01-05 00:30:00,0.58676
2025-01-05 00:45:00,0.65163
2025-01-05 01:00:00,0.83607
2025-01-05 01:15:00,0.61352
2025-01-05 01:30:00,0.59413
2025-01-05 01:45:00,0.52864
2025-01-05 02:00:00,0.64354
2025-01-05 02:15:00,0.42790
2025-01-05 02:30:00,0.50412
2025-01-05 02:45:00,0.38367
2025-01-05 03:00:00,0.50323
2025-01-05 03:15:00,0.59910
2025-01-05 03:30:00,0.51334
2025-01-05 03:45:00,0.50168
2025-01-05 04:00:00,0.63683
2025-01-05 04:15:00,0.56119
2025-01-05 04:30:00,0.60413
2025-01-05 04:45:00,0.54067
2025-01-05 05:00:00,0.45142
2025-01-05 05:15:00,0.47452
2025-01-05 05:30:00,0.73794
2025-01-05 05:45:00,0.59384
2025-01-05 06:00:00,0.58060
2025-01-05 06:15:00,0.69398
2025-01-05 06:30:00,0.65378
2025-01-05 06:45:00,0.65981
2025-01-05 07:00:00,0.84159
2025-01-05 07:15:00,0.77089
2025-01-05 07:30:00,0.57594
2025-01-05 07:45:00,0.66066
2025-01-05 08:00:00,0.56558
2025-01-05 08:15:00,0.56039
2025-01-05 08:30:00,0.70432
2025-01-05 08:45:00,0.65724
2025-01-05 09:00:00,0.60784
2025-01-05 09:15:00,0.56638
2025-01-05 09:30:00,0.62616
2025-01-05 09:45:00,0.60837
2025-01-05 10:00:00,0.72975
2025-01-05 10:15:00,0.69795
2025-01-05 10:30:00,0.65362
2025-01-05 10:45:00,0.96524
2025-01-05 11:00:00,0.79973
2025-01-05 11:15:00,0.63939
2025-01-05 11:30:00,0.53340
2025-01-05 11:45:00,0.50907
2025-01-05 12:00:00,0.47818
2025-01-05 12:15:00,0.59686
2025-01-05 12:30:00,0.64585
2025-01-05 12:45:00,0.72655
2025-01-05 13:00:00,0.59441
2025-01-05 13:15:00,0.60292
2025-01-05 13:30:00,0.59540
2025-01-05 13:45:00,0.81592
2025-01-05 14:00:00,0.74221
2025-01-05 14:15:00,0.74608
2025-01-05 14:30:00,0.81457
2025-01-05 14:45:00,0.74920
2025-01-05 15:00:00,0.69648
2025-01-05 15:15:00,0.63963
2025-01-05 15:30:00,0.63230
2025-01-05 15:45:00,0.65377
2025-01-05 16:00:00,0.63969
2025-01-05 16:15:00,0.63336
2025-01-05 16:30:00,0.84305
2025-01-05 16:45:00,0.59006
2025-01-05 17:00:00,0.42630
2025-01-05 17:15:00,0.61044
2025-01-05 17:30:00,0.77213
2025-01-05 17:45:00,0.66124
2025-01-05 18:00:00,0.73007
2025-01-05 18:15:00,0.83315
2025-01-05 18:30:00,0.67747
2025-01-05 18:45:00,0.66416
2025-01-05 19:00:00,0.55283
2025-01-05 19:15:00,0.52900
2025-01-05 19:30:00,0.54074
2025-01-05 19:45:00,0.65516
2025-01-05 20:00:00,0.76735
2025-01-05 20:15:00,0.72334
2025-01-05 20:30:00,0.54924
2025-01-05 20:45:00,0.49338
2025-01-05 21:00:00,0.51203
2025-01-05 21:15:00,0.55333
2025-01-05 21:30:00,0.62233
2025-01-05 21:45:00,0.43537
2025-01-05 22:00:00,0.41175
2025-01-05 22:15:00,0.68456
2025-01-05 22:30:00,0.64575
2025-01-05 22:45:00,0.62474
2025-01-05 23:00:00,0.43373
2025-01-05 23:15:00,0.60727
2025-01-05 23:30:00,0.61787
2025-01-05 23:45:00,0.41914
2025-01-06 00:00:00,0.37095
2025-01-06 00:15:00,0.53946
2025-01-06 00:30:00,0.40220
2025-01-06 00:45:00,0.54491
2025-01-06 01:00:00,0.48018
2025-01-06 01:15:00,0.57730
2025-01-06 01:30:00,0.63572
2025-01-06 01:45:00,0.75028
2025-01-06 02:00:00,0.42794
2025-01-06 02:15:00,0.34512
2025-01-06 02:30:00,0.45268
2025-01-06 02:45:00,0.67079
2025-01-06 03:00:00,0.62993
2025-01-06 03:15:00,0.42938
2025-01-06 03:30:00,0.58763
2025-01-06 03:45:00,0.54561
2025-01-06 04:00:00,0.66932
2025-01-06 04:15:00,0.46919
2025-01-06 04:30:00,0.61031
2025-01-06 04:45:00,0.70800
2025-01-06 05:00:00,0.50650
2025-01-06 05:15:00,0.55218
2025-01-06 05:30:00,0.60142
2025-01-06 05:45:00,0.59725
2025-01-06 06:00:00,0.49165
2025-01-06 06:15:00,0.64623
2025-01-06 06:30:00,0.51034
2025-01-06 06:45:00,0.56657
2025-01-06 07:00:00,0.63022
2025-01-06 07:15:00,0.64283
2025-01-06 07:30:00,0.67409
2025-01-06 07:45:00,0.44623
2025-01-06 08:00:00,0.32379
2025-01-06 08:15:00,0.53472
2025-01-06 08:30:00,0.62306
2025-01-06 08:45:00,0.76353
2025-01-06 09:00:00,0.65260
2025-01-06 09:15:00,0.62338
2025-01-06 09:30:00,0.48273
2025-01-06 09:45:00,0.62597
2025-01-06 10:00:00,0.78287
2025-01-06 10:15:00,0.65705
2025-01-06 10:30:00,0.70225
2025-01-06 10:45:00,0.79320
2025-01-06 11:00:00,0.82700
2025-01-06 11:15:00,0.81635
2025-01-06 11:30:00,0.82376
2025-01-06 11:45:00,0.38768
2025-01-06 12:00:00,0.38744
2025-01-06 12:15:00,0.61303
2025-01-06 12:30:00,0.48752
2025-01-06 12:45:00,0.71085
2025-01-06 13:00:00,0.63478
2025-01-06 13:15:00,0.50926
2025-01-06 13:30:00,0.71062
2025-01-06 13:45:00,0.62873
2025-01-06 14:00:00,0.56660
2025-01-06 14:15:00,0.71746
2025-01-06 14:30:00,0.67290
2025-01-06 14:45:00,0.55800
2025-01-06 15:00:00,0.52844
2025-01-06 15:15:00,0.46144
2025-01-06 15:30:00,0.76360
2025-01-06 15:45:00,0.83659
2025-01-06 16:00:00,0.73272
2025-01-06 16:15:00,0.62126
2025-01-06 16:30:00,0.69708
2025-01-06 16:45:00,0.65287
2025-01-06 17:00:00,0.73376
2025-01-06 17:15:00,0.74375
2025-01-06 17:30:00,0.68732
2025-01-06 17:45:00,0.63126
2025-01-06 18:00:00,0.69675
2025-01-06 18:15:00,0.65644
2025-01-06 18:30:00,0.47318
2025-01-06 18:45:00,0.59997
2025-01-06 19:00:00,0.79282
2025-01-06 19:15:00,0.63967
2025-01-06 19:30:00,0.64640
2025-01-06 19:45:00,0.58550
2025-01-06 20:00:00,0.62228
2025-01-06 20:15:00,0.57371
2025-01-06 20:30:00,0.82026
2025-01-06 20:45:00,0.71321
2025-01-06 21:00:00,0.62911
2025-01-06 21:15:00,0.62529
2025-01-06 21:30:00,0.59923
2025-01-06 21:45:00,0.72440
2025-01-06 22:00:00,0.54779
2025-01-06 22:15:00,0.47212
2025-01-06 22:30:00,0.57960
2025-01-06 22:45:00,0.53829
2025-01-06 23:00:00,0.47902
2025-01-06 23:15:00,0.33234
2025-01-06 23:30:00,0.46410
2025-01-06 23:45:00,0.45145
2025-01-07 00:00:00,0.61198
2025-01-07 00:15:00,0.44957
2025-01-07 00:30:00,0.54191
2025-01-07 00:45:00,0.52686
2025-01-07 01:00:00,0.45810
2025-01-07 01:15:00,0.62967
2025-01-07 01:30:00,0.70747
2025-01-07 01:45:00,0.55842
2025-01-07 02:00:00,0.51582
2025-01-07 02:15:00,0.31248
2025-01-07 02:30:00,0.54455
2025-01-07 02:45:00,0.51926
2025-01-07 03:00:00,0.64314
2025-01-07 03:15:00,0.52857
2025-01-07 03:30:00,0.58865
2025-01-07 03:45:00,0.60185
2025-01-07 04:00:00,0.61366
2025-01-07 04:15:00,0.52507
2025-01-07 04:30:00,0.47461
2025-01-07 04:45:00,0.41181
2025-01-07 05:00:00,0.52442
2025-01-07 05:15:00,0.46252
2025-01-07 05:30:00,0.57838
2025-01-07 05:45:00,0.37964
2025-01-07 06:00:00,0.63934
2025-01-07 06:15:00,0.65053
2025-01-07 06:30:00,0.61216
2025-01-07 06:45:00,0.51608
2025-01-07 07:00:00,0.48208
2025-01-07 07:15:00,0.50884
2025-01-07 07:30:00,0.63355
2025-01-07 07:45:00,0.63587
2025-01-07 08:00:00,0.66037
2025-01-07 08:15:00,0.72329
2025-01-07 08:30:00,0.72060
2025-01-07 08:45:00,0.74268
2025-01-07 09:00:00,0.66533
2025-01-07 09:15:00,0.54312
2025-01-07 09:30:00,0.74691
2025-01-07 09:45:00,0.81244
2025-01-07 10:00:00,0.53610
2025-01-07 10:15:00,0.59072
2025-01-07 10:30:00,0.86760
2025-01-07 10:45:00,0.86320
2025-01-07 11:00:00,0.84109
2025-01-07 11:15:00,0.50059
2025-01-07 11:30:00,0.57630
2025-01-07 11:45:00,0.56483
2025-01-07 12:00:00,0.62854
2025-01-07 12:15:00,0.65364
2025-01-07 12:30:00,0.77649
2025-01-07 12:45:00,0.66412
2025-01-07 13:00:00,0.65681
2025-01-07 13:15:00,0.58283
2025-01-07 13:30:00,0.50166
2025-01-07 13:45:00,0.65820
2025-01-07 14:00:00,0.78534
2025-01-07 14:15:00,0.71666
2025-01-07 14:30:00,0.83660
2025-01-07 14:45:00,0.69407
2025-01-07 15:00:00,0.73846
2025-01-07 15:15:00,0.49641
2025-01-07 15:30:00,0.64949
2025-01-07 15:45:00,0.84070
2025-01-07 16:00:00,0.65951
2025-01-07 16:15:00,0.71438
2025-01-07 16:30:00,0.72177
2025-01-07 16:45:00,0.65122
2025-01-07 17:00:00,0.67824
2025-01-07 17:15:00,0.64208
2025-01-07 17:30:00,0.57401
2025-01-07 17:45:00,0.61702
2025-01-07 18:00:00,0.60140
2025-01-07 18:15:00,0.63194
2025-01-07 18:30:00,0.40568
2025-01-07 18:45:00,0.50694
2025-01-07 19:00:00,0.68796
2025-01-07 19:15:00,0.70703
2025-01-07 19:30:00,0.76484
2025-01-07 19:45:00,0.65387
2025-01-07 20:00:00,0.72176
2025-01-07 20:15:00,0.80243
2025-01-07 20:30:00,0.61681
2025-01-07 20:45:00,0.58514
2025-01-07 21:00:00,0.87875
2025-01-07 21:15:00,0.63432
2025-01-07 21:30:00,0.40307
2025-01-07 21:45:00,0.66526
2025-01-07 22:00:00,0.61358
2025-01-07 22:15:00,0.42749
2025-01-07 22:30:00,0.38153
2025-01-07 22:45:00,0.52742
2025-01-07 23:00:00,0.39797
2025-01-07 23:15:00,0.41034
2025-01-07 23:30:00,0.34687
2025-01-07 23:45:00,0.47794
2025-01-08 00:00:00,0.50783
2025-01-08 00:15:00,0.34049
2025-01-08 00:30:00,0.61425
2025-01-08 00:45:00,0.45596
2025-01-08 01:00:00,0.45682
2025-01-08 01:15:00,0.70936
2025-01-08 01:30:00,0.56683
2025-01-08 01:45:00,0.48251
2025-01-08 02:00:00,0.44917
2025-01-08 02:15:00,0.57792
2025-01-08 02:30:00,0.48252
2025-01-08 02:45:00,0.30688
2025-01-08 03:00:00,0.31517
2025-01-08 03:15:00,0.38583
2025-01-08 03:30:00,0.46024
2025-01-08 03:45:00,0.34249
2025-01-08 04:00:00,0.47822
2025-01-08 04:15:00,0.46393
2025-01-08 04:30:00,0.40370
2025-01-08 04:45:00,0.46354
2025-01-08 05:00:00,0.70549
2025-01-08 05:15:00,0.56598
2025-01-08 05:30:00,0.54031
2025-01-08 05:45:00,0.63570
2025-01-08 06:00:00,0.56547
2025-01-08 06:15:00,0.61130
2025-01-08 06:30:00,0.62637
2025-01-08 06:45:00,0.46129
2025-01-08 07:00:00,0.59214
2025-01-08 07:15:00,0.52138
2025-01-08 07:30:00,0.52607
2025-01-08 07:45:00,0.56514
2025-01-08 08:00:00,0.46911
2025-01-08 08:15:00,0.63140
2025-01-08 08:30:00,0.70011
2025-01-08 08:45:00,0.87119
2025-01-08 09:00:00,0.65611
2025-01-08 09:15:00,0.60082
2025-01-08 09:30:00,0.79329
2025-01-08 09:45:00,0.51792
2025-01-08 10:00:00,0.53568
2025-01-08 10:15:00,0.75622
2025-01-08 10:30:00,0.60293
2025-01-08 10:45:00,0.87488
2025-01-08 11:00:00,0.68488
2025-01-08 11:15:00,0.55937
2025-01-08 11:30:00,0.63044
2025-01-08 11:45:00,0.65475
2025-01-08 12:00:00,0.61120
2025-01-08 12:15:00,0.60203
2025-01-08 12:30:00,0.66028
2025-01-08 12:45:00,0.62341
2025-01-08 13:00:00,0.55820
2025-01-08 13:15:00,0.63543
2025-01-08 13:30:00,0.65053
2025-01-08 13:45:00,0.50601
2025-01-08 14:00:00,0.64799
2025-01-08 14:15:00,0.65465
2025-01-08 14:30:00,0.80515
2025-01-08 14:45:00,0.67153
2025-01-08 15:00:00,0.56526
2025-01-08 15:15:00,0.55268
2025-01-08 15:30:00,0.75060
2025-01-08 15:45:00,0.75117
2025-01-08 16:00:00,0.68774
2025-01-08 16:15:00,0.55783
2025-01-08 16:30:00,0.56877
2025-01-08 16:45:00,0.62821
2025-01-08 17:00:00,0.70220
2025-01-08 17:15:00,0.62386
2025-01-08 17:30:00,0.76881
2025-01-08 17:45:00,0.65934
2025-01-08 18:00:00,0.76583
2025-01-08 18:15:00,0.53442
2025-01-08 18:30:00,0.65754
2025-01-08 18:45:00,0.59902
2025-01-08 19:00:00,0.40607
2025-01-08 19:15:00,0.60927
2025-01-08 19:30:00,0.54703
2025-01-08 19:45:00,0.68928
2025-01-08 20:00:00,0.51051
2025-01-08 20:15:00,0.55470
2025-01-08 20:30:00,0.60928
2025-01-08 20:45:00,0.42914
2025-01-08 21:00:00,0.49252
2025-01-08 21:15:00,0.60023
2025-01-08 21:30:00,0.49515
2025-01-08 21:45:00,0.47079
2025-01-08 22:00:00,0.61147
2025-01-08 22:15:00,0.85409
2025-01-08 22:30:00,0.59174
2025-01-08 22:45:00,0.60896
2025-01-08 23:00:00,0.50110
2025-01-08 23:15:00,0.67924
2025-01-08 23:30:00,0.52843
2025-01-08 23:45:00,0.55421
2025-01-09 00:00:00,0.65962
2025-01-09 00:15:00,0.46743
2025-01-09 00:30:00,0.56263
2025-01-09 00:45:00,0.51084
2025-01-09 01:00:00,0.34661
2025-01-09 01:15:00,0.39982
2025-01-09 01:30:00,0.47836
2025-01-09 01:45:00,0.45038
